	380 nm	403 nm	438 nm	453 nm	472 nm	544 nm	593 nm	640 nm
84	0.00017	7e-05	8e-05	0.00015	0.00019	0.00061	0.00153	0.00016
85	0.00017	7e-05	8e-05	0.00015	0.00019	0.00061	0.00152	0.00016
86	0.00017	7e-05	8e-05	0.00015	0.00019	0.00062	0.00151	0.00016
87	0.00017	7e-05	8e-05	0.00015	0.00019	0.00062	0.00149	0.00016
88	0.00017	7e-05	8e-05	0.00015	0.00018	0.00062	0.00148	0.00015
89	0.00017	6e-05	8e-05	0.00015	0.00018	0.00062	0.00147	0.00015
90	0.00017	6e-05	8e-05	0.00014	0.00018	0.00062	0.00146	0.00015
91	0.00017	6e-05	8e-05	0.00014	0.00018	0.00063	0.00145	0.00015
92	0.00018	6e-05	8e-05	0.00014	0.00018	0.00063	0.00144	0.00015
93	0.00018	6e-05	8e-05	0.00014	0.00018	0.00063	0.00144	0.00015
94	0.00018	6e-05	8e-05	0.00014	0.00018	0.00064	0.00143	0.00015
95	0.00018	6e-05	8e-05	0.00014	0.00018	0.00064	0.00142	0.00015
96	0.00018	6e-05	8e-05	0.00014	0.00017	0.00064	0.00141	0.00015
97	0.00018	6e-05	8e-05	0.00014	0.00017	0.00065	0.0014	0.00015
