	380 nm	403 nm	438 nm	453 nm	472 nm	526 nm	593 nm	640 nm
15	1.19014	1.37941	1.36323	0.99566	1.22526	2.34491	12.38347	0.93125
16	1.19611	1.36527	1.37111	0.99566	1.23871	2.39669	12.26065	0.92172
17	1.20153	1.35279	1.37829	0.99566	1.25106	2.44531	12.15213	0.91333
18	1.20648	1.34171	1.38488	0.99566	1.26244	2.49104	12.05555	0.90584
19	1.21102	1.33177	1.3909	0.99566	1.27298	2.53406	11.96706	0.89916
20	1.21519	1.32281	1.39644	0.99566	1.28276	2.57475	11.88924	0.89312
21	1.21905	1.31471	1.40156	0.99566	1.29186	2.61322	11.81877	0.88767
22	1.22261	1.30734	1.40634	0.99566	1.30035	2.64966	11.75297	0.8827
23	1.22592	1.3006	1.41075	0.99566	1.30828	2.68422	11.69447	0.87818
24	1.22901	1.29443	1.41486	0.99566	1.31574	2.71695	11.6408	0.87401
25	1.23189	1.28877	1.41869	0.99566	1.32272	2.74816	11.5914	0.8702
26	1.23458	1.28352	1.42229	0.99566	1.32929	2.77787	11.54437	0.86666
27	1.2371	1.27866	1.42568	0.99566	1.33548	2.8062	11.50216	0.86339
28	1.23947	1.27415	1.42885	0.99566	1.34133	2.83322	11.46294	0.86035
29	1.2417	1.26994	1.43183	0.99566	1.34686	2.85904	11.42641	0.85752
30	1.2438	1.26602	1.43464	0.99566	1.35209	2.88366	11.3911	0.85488
31	1.24579	1.26236	1.43732	0.99566	1.35706	2.90729	11.35922	0.85241
32	1.24767	1.25892	1.43984	0.99566	1.36179	2.92994	11.32932	0.85009
33	1.24946	1.25568	1.44222	0.99566	1.36628	2.95165	11.30122	0.84791
34	1.25115	1.25264	1.44448	0.99566	1.37055	2.9725	11.27372	0.84586
35	1.25276	1.24977	1.44665	0.99566	1.37462	2.99245	11.2488	0.84393
36	1.25428	1.24705	1.4487	0.99566	1.3785	3.0117	11.22526	0.8421
37	1.25573	1.24449	1.45065	0.99566	1.38221	3.03022	11.20203	0.84037
38	1.25712	1.24207	1.45251	0.99566	1.38576	3.04805	11.18095	0.83874
39	1.25844	1.23976	1.4543	0.99566	1.38916	3.06522	11.16094	0.83718
40	1.2597	1.23757	1.456	0.99566	1.39242	3.08179	11.14193	0.83571
41	1.26091	1.23548	1.45762	0.99566	1.39555	3.0977	11.12299	0.8343
42	1.26207	1.2335	1.45917	0.99566	1.39854	3.11312	11.10578	0.83297
43	1.26318	1.2316	1.46066	0.99566	1.40142	3.12803	11.08937	0.83169
44	1.26424	1.2298	1.46211	0.99566	1.40419	3.14243	11.0737	0.83047
45	1.26526	1.22807	1.46348	0.99566	1.40685	3.15636	11.05794	0.82931
46	1.26624	1.22642	1.4648	0.99566	1.40941	3.16983	11.04363	0.8282
47	1.26719	1.22484	1.46607	0.99566	1.41188	3.18282	11.02993	0.82713
48	1.26809	1.22332	1.4673	0.99566	1.41427	3.19546	11.0168	0.82611
49	1.26897	1.22186	1.46848	0.99566	1.41657	3.2077	11.00348	0.82513
50	1.26981	1.22047	1.46961	0.99566	1.41879	3.21958	10.9914	0.82419
Basis	Rhodamine101	2017-05-05	nW	NaN	NaN	NaN	NaN	NaN
