	380 nm	403 nm	438 nm	453 nm	472 nm	526 nm	593 nm	640 nm
15	1.9749	1.26225	1.03672	0.99566	-452.82377	1.59434	13.77219	1.52893
16	1.95406	1.25686	1.03711	0.99566	-581.94387	1.62649	13.65169	1.51366
17	1.93566	1.25204	1.03746	0.99566	-793.01716	1.65656	13.54498	1.50023
18	1.91931	1.24774	1.03778	0.99566	-1159.54189	1.68476	13.44981	1.48822
19	1.9047	1.24381	1.03805	0.99566	-2000.3634	1.71122	13.36422	1.4775
20	1.89152	1.24025	1.03831	0.99566	-5924.28022	1.7362	13.28718	1.46781
21	1.8796	1.23701	1.03855	0.99566	7417.03698	1.75971	13.21731	1.45903
22	1.86876	1.23407	1.03879	0.99566	2414.04303	1.78192	13.15365	1.4511
23	1.8589	1.23134	1.03899	0.99566	1487.56267	1.80293	13.09542	1.4438
24	1.84983	1.22883	1.03918	0.99566	1097.46567	1.82283	13.04194	1.43715
25	1.84145	1.22649	1.03935	0.99566	882.50409	1.84169	12.99056	1.43097
26	1.83375	1.22435	1.03951	0.99566	746.37007	1.85967	12.94509	1.42532
27	1.82664	1.22234	1.03967	0.99566	652.41842	1.87674	12.90293	1.42004
28	1.82001	1.22046	1.03981	0.99566	583.67331	1.89299	12.86373	1.41514
29	1.81384	1.21871	1.03995	0.99566	531.19048	1.90849	12.82718	1.41061
30	1.80806	1.21706	1.04006	0.99566	489.805	1.92327	12.79291	1.40634
31	1.8027	1.21553	1.04018	0.99566	456.34107	1.93745	12.76094	1.40238
32	1.79764	1.21408	1.0403	0.99566	427.02551	1.95097	12.73094	1.39864
33	1.7929	1.21272	1.0404	0.99566	404.05986	1.96392	12.70272	1.39516
34	1.78845	1.21143	1.0405	0.99566	384.49653	1.97633	12.67615	1.39185
35	1.78424	1.21022	1.0406	0.99566	367.63158	1.98824	12.64971	1.38872
36	1.78024	1.20906	1.04069	0.99566	352.93984	1.99965	12.62594	1.38579
37	1.77648	1.20796	1.04078	0.99566	340.03166	2.01066	12.60354	1.383
38	1.77293	1.20692	1.04086	0.99566	328.5987	2.02122	12.58231	1.38038
39	1.76955	1.20595	1.04094	0.99566	318.40174	2.03138	12.56215	1.37787
40	1.76633	1.205	1.04101	0.99566	309.25061	2.04117	12.54299	1.37548
41	1.76326	1.2041	1.04108	0.99566	300.99007	2.05058	12.52466	1.37323
42	1.76037	1.20324	1.04114	0.99566	293.50007	2.05971	12.50728	1.37106
43	1.75759	1.20243	1.04121	0.99566	286.67583	2.06848	12.4907	1.36902
44	1.75494	1.20165	1.04127	0.99566	280.43239	2.07695	12.47486	1.36705
45	1.7524	1.2009	1.04133	0.99566	274.69861	2.08514	12.45868	1.36519
46	1.75	1.20019	1.04139	0.99566	269.41454	2.09305	12.44422	1.36339
47	1.74766	1.1995	1.04144	0.99566	264.0746	2.10069	12.43028	1.36166
48	1.74544	1.19884	1.04149	0.99566	259.56861	2.10812	12.417	1.36003
49	1.7433	1.1982	1.04155	0.99566	255.37832	2.11529	12.40426	1.35844
50	1.74127	1.19759	1.0416	0.99566	251.47168	2.12224	12.39202	1.35694
Basis	Rhodamine101	2017-05-05	nW	NaN	NaN	NaN	NaN	NaN
