# transimpedance=20M	averages=1.0	pump_speed=0.1
# ch_7_config:	ch_0_config:	ch_6_config:	ch_1_config:	ch_5_config:	ch_2_config:	ch_4_config:	ch_3_config:	
# LED = 526 nm	LED = 438 nm	LED = 593 nm	LED = 453 nm	LED = 380 nm	LED = 472 nm	LED = 403 nm	LED = 640 nm	
# cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	
# ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	
# blk=1115.8+/-18.1pW	blk=3460.7+/-17.8pW	blk=505.3+/-19.5pW	blk=1202.7+/-17.2pW	blk=1494.7+/-25.1pW	blk=688.1+/-16.6pW	blk=700.3+/-17.5pW	blk=1413.2+/-15.7pW	
# t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	dark_7 [nW]	dark_0 [nW]	dark_6 [nW]	dark_1 [nW]	dark_5 [nW]	dark_2 [nW]	dark_4 [nW]	dark_3 [nW]	tmep[deg C]
73.2365	1.562548	73.251328	3.674429	73.266156	0.6592	73.280984	1.672414	73.295813	2.270577	73.310641	0.9888	73.325469	1.416059	73.340297	1.757866	0.170904	0.183111	0.122074	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
73.3555	1.562548	73.370328	3.674429	73.385156	0.6592	73.399984	1.660207	73.414813	2.25837	73.429641	1.013215	73.444469	1.391644	73.459297	1.770074	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
73.474625	1.562548	73.489484	3.674429	73.504344	0.6592	73.519203	1.660207	73.534063	2.270577	73.548922	1.001007	73.563781	1.416059	73.578641	1.770074	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
73.594	1.538133	73.608812	3.662221	73.623625	0.671407	73.638437	1.672414	73.65325	2.246162	73.668063	1.025422	73.682875	1.403851	73.697688	1.770074	0.170904	0.170904	0.134281	0.134281	0.219733	0.219733	0.207526	0.207526	31.1
73.713	1.562548	73.727828	3.662221	73.742656	0.671407	73.757484	1.660207	73.772312	2.270577	73.787141	1.001007	73.801969	1.416059	73.816797	1.757866	0.170904	0.170904	0.134281	0.122074	0.219733	0.207526	0.195318	0.195318	31.1
73.832	1.55034	73.846828	3.674429	73.861656	0.671407	73.876484	1.660207	73.891312	2.25837	73.906141	1.001007	73.920969	1.403851	73.935797	1.757866	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
73.951125	1.55034	73.965953	3.674429	73.980781	0.6592	73.995609	1.660207	74.010437	2.25837	74.025266	1.001007	74.040094	1.416059	74.054922	1.770074	0.170904	0.183111	0.122074	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
74.070125	1.59917	74.084969	4.052858	74.099812	0.683615	74.114656	1.660207	74.1295	2.246162	74.144344	1.001007	74.159188	1.428266	74.174031	1.782281	0.183111	0.183111	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
74.189375	1.55034	74.204203	3.674429	74.219031	0.671407	74.233859	1.660207	74.248688	2.233955	74.263516	1.001007	74.278344	1.416059	74.293172	1.757866	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
74.308375	1.562548	74.323203	3.674429	74.338031	0.671407	74.352859	1.660207	74.367688	2.233955	74.382516	0.9888	74.397344	1.416059	74.412172	1.770074	0.170904	0.170904	0.134281	0.134281	0.219733	0.219733	0.207526	0.195318	31.1
74.427375	1.55034	74.442203	3.662221	74.457031	0.683615	74.471859	1.831111	74.486688	2.233955	74.501516	1.001007	74.516344	1.391644	74.531172	1.757866	0.170904	0.183111	0.122074	0.134281	0.207526	0.207526	0.207526	0.207526	31.2
74.5465	1.55034	74.561344	3.698843	74.576188	0.671407	74.591031	1.672414	74.605875	2.246162	74.620719	1.013215	74.635562	1.403851	74.650406	1.770074	0.183111	0.170904	0.146489	0.134281	0.207526	0.219733	0.207526	0.207526	31.2
74.66575	1.562548	74.680578	3.686636	74.695406	0.683615	74.710234	1.672414	74.725063	2.246162	74.739891	1.001007	74.754719	1.403851	74.769547	1.770074	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
74.78475	1.562548	74.799625	3.674429	74.8145	0.671407	74.829375	1.660207	74.84425	2.294992	74.859125	1.037629	74.874	1.403851	74.888875	1.757866	0.170904	0.170904	0.134281	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
74.90425	1.562548	74.919094	3.662221	74.933937	0.671407	74.948781	1.648	74.963625	2.465896	74.978469	1.098666	74.993313	1.403851	75.008156	1.782281	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
75.0235	1.562548	75.038313	3.650014	75.053125	0.671407	75.067937	1.660207	75.08275	2.25837	75.097562	1.001007	75.112375	1.416059	75.127187	1.757866	0.170904	0.183111	0.134281	0.134281	0.219733	0.219733	0.207526	0.195318	31.1
75.1425	1.55034	75.157328	3.650014	75.172156	0.6592	75.186984	1.660207	75.201813	2.246162	75.216641	1.025422	75.231469	1.379437	75.246297	1.757866	0.170904	0.170904	0.122074	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
75.2615	1.562548	75.276328	3.650014	75.291156	0.671407	75.305984	1.672414	75.320813	2.25837	75.335641	1.001007	75.350469	1.477096	75.365297	1.770074	0.183111	0.170904	0.146489	0.134281	0.219733	0.219733	0.195318	0.207526	31.1
75.380625	1.562548	75.395453	3.650014	75.410281	0.6592	75.425109	1.672414	75.439937	2.246162	75.454766	1.025422	75.469594	1.477096	75.484422	1.770074	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
75.499625	1.562548	75.514453	3.650014	75.529281	0.671407	75.544109	1.648	75.558937	2.25837	75.573766	1.001007	75.588594	1.391644	75.603422	1.770074	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
75.618625	1.55034	75.633453	3.650014	75.648281	0.671407	75.663109	1.660207	75.677937	2.25837	75.692766	1.001007	75.707594	1.403851	75.722422	1.757866	0.170904	0.183111	0.134281	0.122074	0.207526	0.207526	0.195318	0.207526	31.1
75.73775	1.55034	75.752594	3.662221	75.767437	0.6592	75.782281	1.660207	75.797125	2.25837	75.811969	1.013215	75.826813	1.391644	75.841656	1.794488	0.170904	0.183111	0.134281	0.134281	0.219733	0.219733	0.195318	0.195318	31.1
75.856875	1.562548	75.871719	3.662221	75.886562	0.671407	75.901406	1.648	75.91625	2.246162	75.931094	1.013215	75.945937	1.403851	75.960781	1.806696	0.170904	0.183111	0.134281	0.134281	0.219733	0.219733	0.195318	0.207526	31.1
75.976	1.562548	75.990828	3.674429	76.005656	0.671407	76.020484	1.660207	76.035313	2.25837	76.050141	1.013215	76.064969	1.391644	76.079797	1.770074	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
76.095125	1.574755	76.109953	3.650014	76.124781	0.683615	76.139609	1.660207	76.154438	2.25837	76.169266	1.001007	76.184094	1.403851	76.198922	1.757866	0.183111	0.170904	0.134281	0.122074	0.207526	0.207526	0.195318	0.183111	31.1
76.21425	1.574755	76.229094	3.650014	76.243938	0.671407	76.258781	1.660207	76.273625	2.246162	76.288469	1.013215	76.303313	1.391644	76.318156	1.782281	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
76.333375	1.574755	76.348203	3.650014	76.363031	0.671407	76.377859	1.660207	76.392687	2.246162	76.407516	1.013215	76.422344	1.416059	76.437172	1.757866	0.170904	0.183111	0.122074	0.122074	0.207526	0.207526	0.207526	0.195318	31.1
76.452375	1.55034	76.467203	3.650014	76.482031	0.671407	76.496859	1.660207	76.511687	2.246162	76.526516	1.001007	76.541344	1.391644	76.556172	1.757866	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
76.571375	1.562548	76.586203	3.650014	76.601031	0.671407	76.615859	1.660207	76.630687	2.221747	76.645516	1.013215	76.660344	1.391644	76.675172	1.782281	0.170904	0.183111	0.134281	0.134281	0.219733	0.219733	0.195318	0.195318	31.1
76.6905	1.562548	76.705328	3.637806	76.720156	0.6592	76.734984	1.660207	76.749812	2.25837	76.764641	1.001007	76.779469	1.428266	76.794297	1.757866	0.170904	0.170904	0.122074	0.134281	0.219733	0.219733	0.207526	0.195318	31.1
76.809625	1.562548	76.824438	3.650014	76.83925	0.671407	76.854062	1.648	76.868875	2.246162	76.883687	1.001007	76.8985	1.403851	76.913312	1.770074	0.183111	0.183111	0.122074	0.134281	0.195318	0.207526	0.207526	0.195318	31.1
76.928625	1.562548	76.943438	3.650014	76.95825	0.671407	76.973062	1.660207	76.987875	2.246162	77.002687	1.001007	77.0175	1.379437	77.032312	1.782281	0.170904	0.183111	0.134281	0.122074	0.219733	0.219733	0.207526	0.195318	31.1
77.0475	1.562548	77.062328	3.650014	77.077156	0.683615	77.091984	1.660207	77.106812	2.233955	77.121641	1.001007	77.136469	1.391644	77.151297	1.794488	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
77.166625	1.562548	77.181453	3.637806	77.196281	0.671407	77.211109	1.648	77.225938	2.246162	77.240766	1.013215	77.255594	1.403851	77.270422	1.782281	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
77.28575	1.55034	77.300594	3.637806	77.315438	0.671407	77.330281	1.648	77.345125	2.233955	77.359969	1.001007	77.374812	1.391644	77.389656	1.782281	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
77.404875	1.55034	77.419719	3.637806	77.434562	0.671407	77.449406	1.648	77.46425	2.25837	77.479094	1.001007	77.493938	1.403851	77.508781	1.782281	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
77.524	1.55034	77.538844	3.637806	77.553687	0.683615	77.568531	1.648	77.583375	2.25837	77.598219	1.001007	77.613063	1.403851	77.627906	1.757866	0.170904	0.170904	0.122074	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
77.64325	1.55034	77.658078	3.637806	77.672906	0.671407	77.687734	1.648	77.702562	2.25837	77.717391	1.025422	77.732219	1.391644	77.747047	1.770074	0.183111	0.170904	0.122074	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
77.76225	1.55034	77.777094	3.625599	77.791937	0.6592	77.806781	1.660207	77.821625	2.25837	77.836469	1.025422	77.851313	1.379437	77.866156	1.770074	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
77.881375	1.562548	77.896203	3.637806	77.911031	0.671407	77.925859	1.635792	77.940687	2.25837	77.955516	1.001007	77.970344	1.416059	77.985172	1.757866	0.170904	0.170904	0.134281	0.122074	0.219733	0.207526	0.195318	0.195318	31.1
78.000375	1.55034	78.015219	3.650014	78.030062	0.671407	78.044906	1.648	78.05975	2.246162	78.074594	1.025422	78.089438	1.391644	78.104281	1.770074	0.170904	0.170904	0.122074	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
78.1195	1.562548	78.134328	3.650014	78.149156	0.683615	78.163984	1.648	78.178812	2.25837	78.193641	1.001007	78.208469	1.403851	78.223297	1.806696	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
78.2385	1.562548	78.253344	3.662221	78.268187	0.683615	78.283031	1.660207	78.297875	2.270577	78.312719	1.013215	78.327562	1.391644	78.342406	1.770074	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
78.357625	1.55034	78.372469	3.650014	78.387313	0.6592	78.402156	1.635792	78.417	2.25837	78.431844	1.013215	78.446687	1.403851	78.461531	1.794488	0.183111	0.183111	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
78.47675	1.562548	78.491578	3.650014	78.506406	0.671407	78.521234	1.635792	78.536062	2.246162	78.550891	1.013215	78.565719	1.391644	78.580547	1.782281	0.170904	0.183111	0.134281	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
78.59575	1.562548	78.610594	3.637806	78.625438	0.671407	78.640281	1.648	78.655125	2.246162	78.669969	1.013215	78.684812	1.391644	78.699656	1.770074	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
78.714875	1.562548	78.729703	3.637806	78.744531	0.671407	78.759359	1.635792	78.774188	2.25837	78.789016	1.013215	78.803844	1.391644	78.818672	1.770074	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
78.833875	1.562548	78.848703	3.625599	78.863531	0.683615	78.878359	1.648	78.893188	2.270577	78.908016	1.013215	78.922844	1.391644	78.937672	1.782281	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
78.953	1.562548	78.967828	3.637806	78.982656	0.671407	78.997484	1.648	79.012313	2.246162	79.027141	1.013215	79.041969	1.403851	79.056797	1.770074	0.183111	0.183111	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
79.072125	1.562548	79.086938	3.637806	79.10175	0.6592	79.116563	1.648	79.131375	2.246162	79.146187	1.013215	79.161	1.391644	79.175812	1.757866	0.183111	0.183111	0.122074	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
79.191125	1.562548	79.205984	3.650014	79.220844	0.671407	79.235703	1.660207	79.250563	2.25837	79.265422	1.001007	79.280281	1.428266	79.295141	1.770074	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
79.3105	1.574755	79.325328	3.686636	79.340156	0.671407	79.354984	1.635792	79.369812	2.270577	79.384641	1.001007	79.399469	1.416059	79.414297	1.757866	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
79.429625	1.574755	79.444453	3.674429	79.459281	0.671407	79.474109	1.648	79.488937	2.25837	79.503766	0.9888	79.518594	1.391644	79.533422	1.794488	0.170904	0.170904	0.122074	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
79.54875	1.574755	79.563578	3.637806	79.578406	0.671407	79.593234	1.648	79.608063	2.25837	79.622891	1.001007	79.637719	1.391644	79.652547	1.782281	0.170904	0.183111	0.122074	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
79.667875	1.574755	79.682688	3.637806	79.6975	0.671407	79.712312	1.648	79.727125	2.233955	79.741938	1.013215	79.75675	1.379437	79.771563	1.806696	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
79.786875	1.574755	79.801703	3.637806	79.816531	0.683615	79.831359	1.648	79.846187	2.25837	79.861016	1.001007	79.875844	1.403851	79.890672	1.757866	0.183111	0.170904	0.134281	0.146489	0.207526	0.219733	0.195318	0.195318	31.1
79.906	1.574755	79.920844	3.637806	79.935688	0.6592	79.950531	1.635792	79.965375	2.25837	79.980219	1.013215	79.995063	1.391644	80.009906	1.770074	0.170904	0.183111	0.134281	0.122074	0.207526	0.207526	0.195318	0.207526	31.1
80.025125	1.586962	80.039969	3.637806	80.054812	0.6592	80.069656	1.660207	80.0845	2.246162	80.099344	1.001007	80.114187	1.391644	80.129031	1.770074	0.183111	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
80.14425	1.574755	80.159078	3.650014	80.173906	0.671407	80.188734	1.648	80.203563	2.25837	80.218391	0.9888	80.233219	1.391644	80.248047	1.782281	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
80.263375	1.574755	80.278203	3.637806	80.293031	0.671407	80.307859	1.648	80.322688	2.25837	80.337516	1.001007	80.352344	1.391644	80.367172	1.770074	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
80.3825	1.574755	80.397328	3.637806	80.412156	0.6592	80.426984	1.648	80.441812	2.25837	80.456641	1.001007	80.471469	1.391644	80.486297	1.770074	0.170904	0.183111	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
80.501625	1.586962	80.516453	3.637806	80.531281	0.683615	80.546109	1.648	80.560937	2.246162	80.575766	1.001007	80.590594	1.391644	80.605422	1.770074	0.170904	0.183111	0.134281	0.134281	0.219733	0.219733	0.207526	0.207526	31.1
80.62075	1.586962	80.635578	3.637806	80.650406	0.671407	80.665234	1.648	80.680062	2.246162	80.694891	1.013215	80.709719	1.416059	80.724547	1.770074	0.170904	0.183111	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
80.739875	1.586962	80.754719	3.637806	80.769563	0.6592	80.784406	1.648	80.79925	2.25837	80.814094	1.001007	80.828937	1.428266	80.843781	1.770074	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
80.859125	1.59917	80.873938	3.625599	80.88875	0.671407	80.903563	1.635792	80.918375	2.246162	80.933188	1.013215	80.948	1.391644	80.962812	1.770074	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
80.978125	1.574755	80.992969	3.637806	81.007812	0.671407	81.022656	1.635792	81.0375	2.282785	81.052344	1.001007	81.067188	1.391644	81.082031	1.757866	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
81.09725	1.586962	81.112078	3.637806	81.126906	0.6592	81.141734	1.635792	81.156563	2.25837	81.171391	1.013215	81.186219	1.403851	81.201047	1.757866	0.183111	0.183111	0.134281	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
81.216375	1.586962	81.231188	3.625599	81.246	0.671407	81.260813	1.635792	81.275625	2.246162	81.290437	1.013215	81.30525	1.391644	81.320062	1.757866	0.158696	0.170904	0.122074	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
81.335375	1.574755	81.350203	3.625599	81.365031	0.683615	81.379859	1.635792	81.394688	2.270577	81.409516	1.001007	81.424344	1.391644	81.439172	1.757866	0.183111	0.170904	0.122074	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
81.454375	1.574755	81.469203	3.625599	81.484031	0.671407	81.498859	1.648	81.513688	2.246162	81.528516	1.001007	81.543344	1.403851	81.558172	1.782281	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
81.573375	1.586962	81.588234	3.625599	81.603094	0.671407	81.617953	1.648	81.632812	2.233955	81.647672	1.001007	81.662531	1.391644	81.677391	1.770074	0.183111	0.170904	0.122074	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
81.69275	1.586962	81.707563	3.625599	81.722375	0.6592	81.737188	1.648	81.752	2.233955	81.766813	1.025422	81.781625	1.391644	81.796437	1.770074	0.183111	0.170904	0.134281	0.134281	0.219733	0.219733	0.207526	0.195318	31.1
81.811625	1.586962	81.826453	3.650014	81.841281	0.6592	81.856109	1.635792	81.870937	2.246162	81.885766	1.025422	81.900594	1.416059	81.915422	1.770074	0.183111	0.183111	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
81.930625	1.586962	81.945453	3.637806	81.960281	0.671407	81.975109	1.635792	81.989937	2.233955	82.004766	1.013215	82.019594	1.428266	82.034422	1.782281	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
82.04975	1.586962	82.064578	3.625599	82.079406	0.671407	82.094234	1.635792	82.109062	2.246162	82.123891	1.001007	82.138719	1.403851	82.153547	1.782281	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
82.16875	1.574755	82.183578	3.625599	82.198406	0.683615	82.213234	1.635792	82.228062	2.233955	82.242891	1.013215	82.257719	1.391644	82.272547	1.770074	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
82.287875	1.586962	82.302719	3.637806	82.317563	0.671407	82.332406	1.635792	82.34725	2.233955	82.362094	1.001007	82.376937	1.379437	82.391781	1.782281	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
82.407	1.59917	82.421828	3.625599	82.436656	0.671407	82.451484	1.635792	82.466313	2.246162	82.481141	1.001007	82.495969	1.379437	82.510797	1.770074	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
82.526125	1.586962	82.540937	3.637806	82.55575	0.6592	82.570562	1.648	82.585375	2.25837	82.600188	1.001007	82.615	1.391644	82.629812	1.757866	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
82.645125	1.59917	82.659984	3.637806	82.674844	0.671407	82.689703	1.648	82.704562	2.25837	82.719422	1.013215	82.734281	1.367229	82.749141	1.782281	0.170904	0.170904	0.134281	0.122074	0.207526	0.207526	0.207526	0.207526	31.1
