,380 nm,403 nm,438 nm,453 nm,472 nm,526 nm,593 nm,640 nm
15,0.14662,0.08686,0.06414,0.06533,0.0979,0.1235,1.0,0.04303
16,0.14659,0.08736,0.06479,0.06609,0.09996,0.12719,1.0,0.04297
17,0.14659,0.08782,0.06539,0.0668,0.10186,0.13067,1.0,0.04293
18,0.14657,0.08822,0.06592,0.06743,0.10361,0.13391,1.0,0.04289
19,0.14654,0.08858,0.06641,0.068,0.10522,0.13695,1.0,0.04285
20,0.14655,0.08893,0.06686,0.06854,0.10674,0.13984,1.0,0.04282
21,0.14652,0.08923,0.06726,0.06902,0.10813,0.14254,1.0,0.04279
22,0.14651,0.0895,0.06763,0.06947,0.10944,0.14509,1.0,0.04276
23,0.14651,0.08976,0.06799,0.06989,0.11067,0.14752,1.0,0.04274
24,0.1465,0.09,0.06831,0.07028,0.11181,0.14981,1.0,0.04271
25,0.14648,0.09021,0.0686,0.07063,0.11288,0.15198,1.0,0.04269
26,0.14648,0.09042,0.06889,0.07097,0.11391,0.15406,1.0,0.04268
27,0.14647,0.09061,0.06914,0.07128,0.11486,0.15601,1.0,0.04266
28,0.14646,0.09078,0.06939,0.07158,0.11576,0.15788,1.0,0.04264
29,0.14646,0.09095,0.06962,0.07186,0.11662,0.15967,1.0,0.04263
30,0.14645,0.0911,0.06983,0.07211,0.11742,0.16137,1.0,0.04261
31,0.14644,0.09124,0.07003,0.07236,0.11819,0.16299,1.0,0.04259
32,0.14645,0.09139,0.07023,0.07259,0.11892,0.16456,1.0,0.04259
33,0.14644,0.09151,0.0704,0.07281,0.11961,0.16605,1.0,0.04257
34,0.14643,0.09163,0.07057,0.07301,0.12027,0.16747,1.0,0.04256
35,0.14643,0.09175,0.07074,0.07321,0.12091,0.16885,1.0,0.04255
36,0.14642,0.09186,0.07089,0.0734,0.1215,0.17016,1.0,0.04254
37,0.14643,0.09196,0.07104,0.07358,0.12209,0.17143,1.0,0.04253
38,0.14642,0.09206,0.07118,0.07375,0.12263,0.17264,1.0,0.04252
39,0.14641,0.09215,0.07131,0.07391,0.12315,0.17381,1.0,0.04251
40,0.14642,0.09224,0.07144,0.07406,0.12366,0.17494,1.0,0.04251
41,0.14641,0.09233,0.07155,0.07421,0.12414,0.17602,1.0,0.0425
42,0.1464,0.0924,0.07167,0.07435,0.1246,0.17707,1.0,0.04249
43,0.14641,0.09249,0.07178,0.07448,0.12506,0.17808,1.0,0.04249
44,0.1464,0.09256,0.07188,0.07461,0.12548,0.17905,1.0,0.04248
45,0.14639,0.09263,0.07198,0.07473,0.12589,0.17999,1.0,0.04247
46,0.1464,0.0927,0.07208,0.07485,0.12629,0.18091,1.0,0.04247
47,0.14639,0.09276,0.07218,0.07497,0.12667,0.18179,1.0,0.04246
48,0.14639,0.09282,0.07226,0.07507,0.12704,0.18264,1.0,0.04245
49,0.14639,0.09288,0.07235,0.07518,0.1274,0.18347,1.0,0.04245
50,0.14639,0.09294,0.07243,0.07528,0.12774,0.18426,1.0,0.04244
Basis,Rhodamine101,2017-05-05,nW,NaN,NaN,NaN,NaN,NaN
