	380 nm	403 nm	438 nm	453 nm	472 nm	526 nm	593 nm	640 nm
15	0.005	0.005	0.009	0.013	-0.0	0.011	0.011	0.009
16	0.005	0.004	0.008	0.013	-0.0	0.01	0.01	0.008
17	0.005	0.004	0.008	0.012	-0.0	0.01	0.009	0.008
18	0.005	0.004	0.008	0.011	-0.0	0.009	0.009	0.007
19	0.004	0.004	0.007	0.011	-0.0	0.009	0.008	0.007
20	0.004	0.004	0.007	0.01	-0.0	0.008	0.008	0.007
21	0.004	0.003	0.007	0.01	0.0	0.008	0.008	0.006
22	0.004	0.003	0.006	0.009	0.0	0.007	0.007	0.006
23	0.004	0.003	0.006	0.009	0.0	0.007	0.007	0.006
24	0.004	0.003	0.006	0.009	0.0	0.007	0.007	0.005
25	0.004	0.003	0.006	0.008	0.0	0.007	0.006	0.005
26	0.003	0.003	0.005	0.008	0.0	0.006	0.006	0.005
27	0.003	0.003	0.005	0.008	0.0	0.006	0.006	0.005
28	0.003	0.003	0.005	0.007	0.0	0.006	0.006	0.005
29	0.003	0.002	0.005	0.007	0.0	0.006	0.005	0.005
30	0.003	0.002	0.005	0.007	0.0	0.005	0.005	0.004
31	0.003	0.002	0.005	0.007	0.0	0.005	0.005	0.004
32	0.003	0.002	0.004	0.007	0.0	0.005	0.005	0.004
33	0.003	0.002	0.004	0.006	0.0	0.005	0.005	0.004
34	0.003	0.002	0.004	0.006	0.0	0.005	0.005	0.004
35	0.003	0.002	0.004	0.006	0.0	0.005	0.005	0.004
36	0.003	0.002	0.004	0.006	0.0	0.005	0.004	0.004
37	0.002	0.002	0.004	0.006	0.0	0.004	0.004	0.004
38	0.002	0.002	0.004	0.006	0.0	0.004	0.004	0.004
39	0.002	0.002	0.004	0.005	0.0	0.004	0.004	0.003
40	0.002	0.002	0.004	0.005	0.0	0.004	0.004	0.003
41	0.002	0.002	0.003	0.005	0.0	0.004	0.004	0.003
42	0.002	0.002	0.003	0.005	0.0	0.004	0.004	0.003
43	0.002	0.002	0.003	0.005	0.0	0.004	0.004	0.003
44	0.002	0.002	0.003	0.005	0.0	0.004	0.004	0.003
45	0.002	0.002	0.003	0.005	0.0	0.004	0.004	0.003
46	0.002	0.002	0.003	0.005	0.0	0.004	0.003	0.003
47	0.002	0.002	0.003	0.005	0.0	0.003	0.003	0.003
48	0.002	0.002	0.003	0.004	0.0	0.003	0.003	0.003
49	0.002	0.001	0.003	0.004	0.0	0.003	0.003	0.003
50	0.002	0.001	0.003	0.004	0.0	0.003	0.003	0.003
Basis	Rhodamine101	2017-05-05	nW	NaN	NaN	NaN	NaN	NaN
