,380 nm,403 nm,438 nm,453 nm,472 nm,526 nm,593 nm,640 nm
15,0.09611,0.11139,0.11008,0.0804,0.09894,0.18936,1.0,0.0752
16,0.09756,0.11135,0.11183,0.08121,0.10103,0.19548,1.0,0.07518
17,0.09887,0.11132,0.11342,0.08193,0.10295,0.20122,1.0,0.07516
18,0.10008,0.11129,0.11487,0.08259,0.10472,0.20663,1.0,0.07514
19,0.1012,0.11129,0.11623,0.0832,0.10637,0.21175,1.0,0.07514
20,0.10221,0.11126,0.11745,0.08374,0.10789,0.21656,1.0,0.07512
21,0.10314,0.11124,0.11859,0.08424,0.10931,0.22111,1.0,0.07511
22,0.10403,0.11123,0.11966,0.08472,0.11064,0.22545,1.0,0.0751
23,0.10483,0.11122,0.12063,0.08514,0.11187,0.22953,1.0,0.07509
24,0.10558,0.1112,0.12154,0.08553,0.11303,0.2334,1.0,0.07508
25,0.10628,0.11118,0.12239,0.0859,0.11411,0.23709,1.0,0.07507
26,0.10694,0.11118,0.1232,0.08625,0.11515,0.24063,1.0,0.07507
27,0.10755,0.11117,0.12395,0.08656,0.11611,0.24397,1.0,0.07506
28,0.10813,0.11115,0.12465,0.08686,0.11701,0.24716,1.0,0.07505
29,0.10867,0.11114,0.12531,0.08714,0.11787,0.25021,1.0,0.07505
30,0.10919,0.11114,0.12594,0.08741,0.1187,0.25315,1.0,0.07505
31,0.10967,0.11113,0.12653,0.08765,0.11947,0.25594,1.0,0.07504
32,0.11013,0.11112,0.12709,0.08788,0.1202,0.25862,1.0,0.07503
33,0.11056,0.11111,0.12762,0.0881,0.1209,0.26118,1.0,0.07503
34,0.11098,0.11111,0.12813,0.08832,0.12157,0.26367,1.0,0.07503
35,0.11137,0.1111,0.1286,0.08851,0.1222,0.26602,1.0,0.07502
36,0.11174,0.11109,0.12906,0.0887,0.1228,0.2683,1.0,0.07502
37,0.1121,0.11109,0.1295,0.08888,0.12339,0.27051,1.0,0.07502
38,0.11243,0.11109,0.12991,0.08905,0.12394,0.27261,1.0,0.07501
39,0.11275,0.11108,0.1303,0.08921,0.12447,0.27464,1.0,0.07501
40,0.11306,0.11107,0.13068,0.08936,0.12497,0.27659,1.0,0.07501
41,0.11336,0.11107,0.13105,0.08951,0.12547,0.2785,1.0,0.07501
42,0.11364,0.11107,0.13139,0.08965,0.12593,0.28032,1.0,0.075
43,0.11391,0.11106,0.13172,0.08979,0.12638,0.28207,1.0,0.075
44,0.11417,0.11106,0.13203,0.08991,0.1268,0.28377,1.0,0.075
45,0.11442,0.11106,0.13235,0.09004,0.12723,0.28544,1.0,0.075
46,0.11466,0.11105,0.13264,0.09016,0.12762,0.28703,1.0,0.07499
47,0.11489,0.11105,0.13292,0.09027,0.128,0.28856,1.0,0.07499
48,0.11511,0.11104,0.13319,0.09038,0.12837,0.29005,1.0,0.07499
49,0.11532,0.11104,0.13346,0.09049,0.12874,0.29152,1.0,0.07499
50,0.11553,0.11104,0.13371,0.09059,0.12908,0.29292,1.0,0.07498
Basis,Rhodamine101,2017-05-05,nW,NaN,NaN,NaN,NaN,NaN
